|date      |depot_code|depot_location      |transporter               |total_distance|percentage_empty|emptiness_var_cost|total_amount_wasted_per_transporter|transporter_type|contract_ref    |monthly_transporter_cost|
|2024-09-10|EA33      |Alrode              |Unitrans Supply Chain Sols|2,444         |6.73            |24.43392          |3,218.08                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-10-21|EB05      |East London         |Tanker Services Fuel      |366           |5.25            |1.7556            |331.93                             |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-10-28|EA33      |Alrode              |Unitrans Supply Chain Sols|3,388         |9.87            |49.479552         |5,774.4                            |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-08-02|EA33      |Alrode              |Unitrans Supply Chain Sols|3,425         |11.51           |43.785792         |6,231.6                            |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-09-07|EB21      |Waltloo             |Makwande                  |3,702         |16.95           |53.46523          |8,887.88                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-09-21|EA33      |Alrode              |Unitrans Supply Chain Sols|1,455         |6.75            |15.1632           |1,673.92                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-10-07|EA33      |Alrode              |Unitrans Supply Chain Sols|1,615         |5.7             |14.7744           |1,541.64                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-10-17|EA33      |Alrode              |Unitrans Supply Chain Sols|3,846         |11.27           |54.556416         |8,072.06                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-08-10|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|801           |3.09            |2.140992          |302                                |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-08-11|EB44      |Witbank             |Makwande                  |481           |16.66           |4.776189          |857.03                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-08-22|EB06      |Island View Terminal|Tanker Services Fuel      |2,034         |16.57           |41.579296         |5,315.43                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-09-04|EA33      |Alrode              |Unitrans Supply Chain Sols|1,155         |3.18            |8.261568          |749.16                             |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-09-07|EB08      |Ladysmith           |Tanker Services Fuel      |1,169         |14.84           |12.409584         |1,262.84                           |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-10-09|EB21      |Waltloo             |Makwande                  |3,022         |12.85           |25.795433         |4,653.33                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-09-12|EB06      |Island View Terminal|Tanker Services Fuel      |1,605         |14.17           |18.957136         |4,854.92                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-10-29|EA33      |Alrode              |Unitrans Supply Chain Sols|3,068         |11.65           |52.34112          |4,896.55                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-08-20|EB21      |Waltloo             |Makwande                  |3,354         |14.21           |59.063961         |6,065.15                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-28|EB44      |Witbank             |Makwande                  |122           |22.15           |3.174095          |387.24                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-10-29|EB44      |Witbank             |Makwande                  |588           |16.15           |9.258613          |2,013.85                           |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-10-28|EB21      |Waltloo             |Makwande                  |2,831         |10.75           |38.523339         |4,454.62                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-05|EB06      |Island View Terminal|Tanker Services Fuel      |562           |34.26           |51.557792         |2,609.92                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-10-21|EB21      |Waltloo             |Makwande                  |1,362         |12.28           |17.605838         |3,192.95                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-10-24|EA33      |Alrode              |Unitrans Supply Chain Sols|3,002         |12.85           |48.864384         |5,531.26                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-10-02|EB08      |Ladysmith           |Tanker Services Fuel      |671           |7.79            |3.907464          |996.08                             |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-09-23|EB21      |Waltloo             |Makwande                  |993           |10.22           |8.790022          |1,319.13                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-10-10|EB06      |Island View Terminal|Tanker Services Fuel      |1,859         |9.42            |12.608552         |2,523.05                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-09-18|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|113           |2.7             |0.46656           |52.72                              |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-10-18|EB06      |Island View Terminal|Tanker Services Fuel      |825           |28.55           |28.643032         |4,234.39                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-10-22|EB06      |Island View Terminal|Tanker Services Fuel      |816           |11.77           |11.814352         |1,708.63                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-10-22|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|578           |18.97           |13.112064         |2,054.75                           |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-08-23|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|331           |14.09           |9.744192          |751.62                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-10-08|EB08      |Ladysmith           |Tanker Services Fuel      |519           |12.81           |4.285336          |1,188.76                           |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-10-01|EA33      |Alrode              |Unitrans Supply Chain Sols|2,059         |6.21            |13.950144         |2,395.52                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-10-09|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|146           |5.6             |0.96768           |141.28                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-10-14|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|776           |9.12            |4.727808          |1,381.7                            |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-08-12|EA33      |Alrode              |Unitrans Supply Chain Sols|2,741         |9.06            |26.625024         |5,193.35                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-09-11|EB21      |Waltloo             |Makwande                  |2,024         |21.6            |40.245805         |6,676.81                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-09-25|EA33      |Alrode              |Unitrans Supply Chain Sols|1,805         |6.54            |12.448512         |1,941.59                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-08-23|EB21      |Waltloo             |Makwande                  |2,565         |14.34           |39.047817         |6,533.97                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-19|EB21      |Waltloo             |Makwande                  |2,282         |15.89           |43.288064         |3,817.46                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-09-30|EA33      |Alrode              |Unitrans Supply Chain Sols|792           |10.64           |18.389376         |1,371.38                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-09-30|EB21      |Waltloo             |Makwande                  |401           |2.62            |0.750892          |63.18                              |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-09-30|EB05      |East London         |Tanker Services Fuel      |153           |7.22            |1.207184          |184.7                              |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-10-16|EB06      |Island View Terminal|Tanker Services Fuel      |2,095         |11.25           |24.468048         |4,207.36                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-08-11|EA33      |Alrode              |Unitrans Supply Chain Sols|2,965         |9.31            |32.199552         |4,480.97                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-08-08|EB44      |Witbank             |Makwande                  |256           |19.43           |5.570071          |423.27                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-08-09|EB21      |Waltloo             |Makwande                  |2,079         |15.9            |38.735423         |4,862.89                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-10-27|EB21      |Waltloo             |Makwande                  |3,592         |13.87           |45.745659         |6,647.46                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-09-29|EB06      |Island View Terminal|Tanker Services Fuel      |709           |14.05           |9.399984          |2,052.68                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-10-04|EB06      |Island View Terminal|Tanker Services Fuel      |992           |17.4            |20.37332          |2,357.3                            |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-08-18|EA33      |Alrode              |Unitrans Supply Chain Sols|2,843         |13.72           |54.546048         |6,526.88                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-09-27|EB21      |Waltloo             |Makwande                  |2,497         |18.23           |36.578758         |6,122.44                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-09-15|EB21      |Waltloo             |Makwande                  |903           |28.62           |36.916946         |4,098.44                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-10-11|EA33      |Alrode              |Unitrans Supply Chain Sols|2,652         |5.67            |12.747456         |2,018.15                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-08-08|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|705           |12.52           |12.98592          |1,748.11                           |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-08-15|EA33      |Alrode              |Unitrans Supply Chain Sols|4,252         |10.39           |50.289984         |7,659.19                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-10-22|EB08      |Ladysmith           |Tanker Services Fuel      |686           |4.51            |2.262216          |535.17                             |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-08-29|EB21      |Waltloo             |Makwande                  |1,330         |24.5            |49.16623          |3,552.5                            |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-03|EB05      |East London         |Tanker Services Fuel      |511           |5.11            |2.563176          |346.25                             |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-08-22|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|371           |12.07           |6.257088          |764.35                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-10-15|EB21      |Waltloo             |Makwande                  |1,201         |16.92           |24.247793         |2,396.3                            |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-09-26|EB21      |Waltloo             |Makwande                  |2,136         |18.64           |37.398434         |5,044.54                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-18|EB08      |Ladysmith           |Tanker Services Fuel      |257           |7.86            |2.630056          |300.75                             |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-10-23|EB06      |Island View Terminal|Tanker Services Fuel      |2,986         |17.78           |62.444184         |8,921.51                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-08-22|EA35      |Bethlehem           |Unitrans Supply Chain Sols|402           |9.52            |6.580224          |672.94                             |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-08-01|EB08      |Ladysmith           |Tanker Services Fuel      |254           |4.9             |0.81928           |208.1                              |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-08-25|EB44      |Witbank             |Makwande                  |162           |19.2            |5.50272           |405.74                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-10-06|EB21      |Waltloo             |Makwande                  |1,002         |9.02            |11.638826         |701.65                             |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-03|EB21      |Waltloo             |Makwande                  |3,047         |16.65           |45.337254         |7,063.6                            |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-10-15|EB05      |East London         |Tanker Services Fuel      |328           |63.99           |21.398256         |3,509.32                           |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-08-02|EA35      |Bethlehem           |Unitrans Supply Chain Sols|135           |22.06           |3.811968          |514.62                             |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-08-17|EB06      |Island View Terminal|Tanker Services Fuel      |1,630         |19.29           |51.619656         |4,878.12                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-08-29|EB08      |Ladysmith           |Tanker Services Fuel      |500           |9.81            |4.922368          |1,025.71                           |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-09-19|EB21      |Waltloo             |Makwande                  |2,011         |15.7            |20.249723         |4,523.98                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-10-01|EB05      |East London         |Tanker Services Fuel      |81            |8.38            |2.803944          |101.5                              |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-10-08|EB06      |Island View Terminal|Tanker Services Fuel      |1,070         |15.66           |13.095104         |2,600.59                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-10-29|EB08      |Ladysmith           |Tanker Services Fuel      |314           |16.49           |5.514256          |613.38                             |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-08-04|EB21      |Waltloo             |Makwande                  |3,549         |19.87           |51.255544         |9,110.99                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-10|EB08      |Ladysmith           |Tanker Services Fuel      |423           |19.53           |9.796248          |1,099.16                           |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-08-10|EB06      |Island View Terminal|Tanker Services Fuel      |1,637         |19.29           |32.254552         |6,213.57                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-08-26|EB06      |Island View Terminal|Tanker Services Fuel      |783           |20.31           |16.980832         |2,284.02                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-09-26|EB06      |Island View Terminal|Tanker Services Fuel      |699           |11.05           |11.088704         |1,339.53                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-10-15|EA35      |Bethlehem           |Unitrans Supply Chain Sols|130           |4.36            |0.753408          |97.94                              |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-08-09|EA35      |Bethlehem           |Unitrans Supply Chain Sols|498           |9.41            |4.879872          |346.71                             |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-08-01|EB44      |Witbank             |Makwande                  |378           |4.23            |0.606159          |229.13                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-09-28|EA35      |Bethlehem           |Unitrans Supply Chain Sols|137           |11.75           |2.0304            |278.16                             |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-08-21|EA35      |Bethlehem           |Unitrans Supply Chain Sols|120           |4.3             |0.74304           |89.16                              |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-08-08|EB06      |Island View Terminal|Tanker Services Fuel      |1,103         |14.13           |14.180232         |2,618.5                            |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-10-11|EA35      |Bethlehem           |Unitrans Supply Chain Sols|269           |0               |0                 |0                                  |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-08-05|EB16      |Natref              |Maphalakarabo             |262           |15.35           |1.52886           |400.56                             |Primary         |MPK-VEN-DIR-1   |463,324                 |
|2024-08-29|EA35      |Bethlehem           |Unitrans Supply Chain Sols|201           |2.74            |0.946944          |74.74                              |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-08-14|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|227           |5.29            |1.828224          |184.65                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-10-13|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|86            |1.71            |0.295488          |25.41                              |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-08-06|EB21      |Waltloo             |Makwande                  |5,330         |13.05           |72.979824         |10,276.74                          |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-13|EB21      |Waltloo             |Makwande                  |3,598         |15.99           |57.287041         |7,657.2                            |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-14|EB21      |Waltloo             |Makwande                  |2,858         |17.08           |58.768763         |6,572.51                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-09-08|EA33      |Alrode              |Unitrans Supply Chain Sols|1,701         |8.47            |19.044288         |2,716.31                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-09-13|EA33      |Alrode              |Unitrans Supply Chain Sols|1,523         |8.44            |17.515008         |2,520.97                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-08-22|EA33      |Alrode              |Unitrans Supply Chain Sols|2,510         |14.72           |71.257536         |4,870.8                            |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-10-08|EB21      |Waltloo             |Makwande                  |2,881         |17.7            |45.661112         |6,133.34                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-14|EA33      |Alrode              |Unitrans Supply Chain Sols|4,492         |11.59           |70.146432         |8,128.03                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-10-25|EA33      |Alrode              |Unitrans Supply Chain Sols|5,021         |7.99            |49.74912          |6,095.41                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-09-08|EB21      |Waltloo             |Makwande                  |1,716         |18.33           |39.411799         |3,333.04                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-09-12|EA33      |Alrode              |Unitrans Supply Chain Sols|729           |7.73            |10.689408         |1,021.58                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-09-24|EB21      |Waltloo             |Makwande                  |931           |14.28           |12.279377         |1,633.46                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-06|EA33      |Alrode              |Unitrans Supply Chain Sols|4,973         |7.1             |39.284352         |5,509.82                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-08-13|EA35      |Bethlehem           |Unitrans Supply Chain Sols|1,508         |9.23            |9.571392          |2,431.97                           |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-08-15|EB06      |Island View Terminal|Tanker Services Fuel      |1,173         |16.83           |30.962096         |2,412.53                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-08-20|EA33      |Alrode              |Unitrans Supply Chain Sols|3,819         |7.94            |38.446272         |4,484.99                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-08-27|EA33      |Alrode              |Unitrans Supply Chain Sols|2,591         |15.3            |50.255424         |6,043.99                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-10-22|EB44      |Witbank             |Makwande                  |333           |23.12           |9.940721          |1,137.14                           |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-08-05|EA33      |Alrode              |Unitrans Supply Chain Sols|3,566         |11.11           |65.3184           |6,834.72                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-08-08|EB21      |Waltloo             |Makwande                  |1,860         |15.88           |47.791983         |2,753.41                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-10-26|EB06      |Island View Terminal|Tanker Services Fuel      |735           |11.73           |13.737152         |980.49                             |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-09-19|EA33      |Alrode              |Unitrans Supply Chain Sols|2,609         |10.39           |34.141824         |3,668.45                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-10-03|EB08      |Ladysmith           |Tanker Services Fuel      |485           |8.27            |1.382744          |670.63                             |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-08-02|EB21      |Waltloo             |Makwande                  |2,871         |22.17           |60.362259         |6,006.72                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-10-01|EB21      |Waltloo             |Makwande                  |894           |7.9             |9.065158          |1,208.19                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-10-16|EA33      |Alrode              |Unitrans Supply Chain Sols|4,276         |7.37            |35.693568         |4,292.22                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-10-12|EB06      |Island View Terminal|Tanker Services Fuel      |1,284         |14.1            |16.511            |2,993.15                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-10-10|EA33      |Alrode              |Unitrans Supply Chain Sols|1,658         |7.69            |21.285504         |2,878.05                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-08-02|EB05      |East London         |Tanker Services Fuel      |26            |32.03           |10.712504         |100.92                             |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-10-17|EB21      |Waltloo             |Makwande                  |2,560         |15.22           |43.643448         |4,266.04                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-15|EB08      |Ladysmith           |Tanker Services Fuel      |350           |5.06            |1.693736          |314.33                             |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-10-17|EB05      |East London         |Tanker Services Fuel      |994           |80.4            |26.88576          |13,362.22                          |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-09-17|EB21      |Waltloo             |Makwande                  |2,076         |13.94           |25.983156         |3,697.51                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-12|EA35      |Bethlehem           |Unitrans Supply Chain Sols|173           |12.07           |4.171392          |383.86                             |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-08-19|EB08      |Ladysmith           |Tanker Services Fuel      |1,053         |27.52           |27.61308          |5,349.09                           |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-10-07|EB21      |Waltloo             |Makwande                  |715           |14.9            |12.815319         |935.76                             |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-18|EB06      |Island View Terminal|Tanker Services Fuel      |1,903         |9.59            |16.039496         |3,372.69                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-09-16|EB21      |Waltloo             |Makwande                  |420           |10.35           |7.421507          |259.45                             |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-19|EB05      |East London         |Tanker Services Fuel      |80            |16.07           |2.686904          |214.95                             |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-08-15|EB44      |Witbank             |Makwande                  |105           |8.81            |1.262473          |132.56                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-10-14|EB44      |Witbank             |Makwande                  |98            |2.19            |0.313827          |30.76                              |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-09-12|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|462           |9.41            |6.50592           |1,099.15                           |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-09-17|EB08      |Ladysmith           |Tanker Services Fuel      |309           |9.15            |3.061432          |362.92                             |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-09-23|EB06      |Island View Terminal|Tanker Services Fuel      |3,066         |25.53           |25.61504          |8,722.25                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-09-14|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|556           |10.51           |5.448384          |1,617.41                           |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-09-07|EB43      |Port Elizabeth      |Tanker Services Fuel      |1,265         |4.6             |1.539912          |968.21                             |Secondary       |TNK-PE-DIR-2022 |474,936                 |
|2024-09-23|EB44      |Witbank             |Makwande                  |161           |20.42           |5.852372          |362.36                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-08-01|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|124           |12.11           |2.092608          |259.48                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-09-10|EB44      |Witbank             |Makwande                  |53            |0.63            |0.090279          |4.78                               |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-09-14|EA33      |Alrode              |Unitrans Supply Chain Sols|2,142         |9.45            |19.597248         |3,613.79                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-08-01|EA33      |Alrode              |Unitrans Supply Chain Sols|812           |4.53            |7.057152          |568.11                             |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-09-24|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|185           |13.63           |4.712256          |435.29                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-09-23|EB08      |Ladysmith           |Tanker Services Fuel      |320           |6.47            |1.081784          |346.17                             |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-10-14|EB08      |Ladysmith           |Tanker Services Fuel      |495           |11.91           |3.982704          |1,157.62                           |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-08-08|EB08      |Ladysmith           |Tanker Services Fuel      |807           |8.82            |7.380208          |1,344.49                           |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-08-12|EB08      |Ladysmith           |Tanker Services Fuel      |536           |17.28           |8.670992          |1,065.99                           |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-09-04|EB21      |Waltloo             |Makwande                  |303           |31.08           |17.819355         |1,295.13                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-10-20|EA33      |Alrode              |Unitrans Supply Chain Sols|321           |12.74           |11.012544         |704.6                              |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-09-10|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|587           |17.05           |11.78496          |1,849.76                           |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-08-11|EB06      |Island View Terminal|Tanker Services Fuel      |575           |8.76            |10.262736         |817.6                              |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-09-06|EB05      |East London         |Tanker Services Fuel      |177           |8.94            |1.494768          |264.57                             |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-09-09|EB21      |Waltloo             |Makwande                  |100           |13.94           |1.997602          |199.76                             |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-09-28|EA33      |Alrode              |Unitrans Supply Chain Sols|790           |8.69            |12.013056         |1,258.28                           |Secondary       |UNI-ALR-DIR-2022|2,883,961               |
|2024-10-02|EB21      |Waltloo             |Makwande                  |1,590         |15.9            |18.237791         |2,997.3                            |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-16|EB05      |East London         |Tanker Services Fuel      |67            |10.31           |1.723832          |115.5                              |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-08-27|EB06      |Island View Terminal|Tanker Services Fuel      |310           |28.77           |9.62236           |1,612.57                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-09-09|EA35      |Bethlehem           |Unitrans Supply Chain Sols|514           |10.24           |1.769472          |909.51                             |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-10-29|EB05      |East London         |Tanker Services Fuel      |29            |9.7             |1.62184           |47.03                              |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-09-28|EB08      |Ladysmith           |Tanker Services Fuel      |260           |27.1            |9.063912          |54.38                              |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-09-10|EB08      |Ladysmith           |Tanker Services Fuel      |642           |13.38           |6.714752          |1,637.25                           |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-09-15|EB06      |Island View Terminal|Tanker Services Fuel      |613           |14.84           |4.964168          |1,618.27                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-08-25|EB06      |Island View Terminal|Tanker Services Fuel      |135           |24.14           |8.072416          |740.72                             |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-09-10|EA35      |Bethlehem           |Unitrans Supply Chain Sols|524           |3.33            |1.150848          |129.97                             |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-10-18|EA35      |Bethlehem           |Unitrans Supply Chain Sols|176           |8.61            |2.975616          |261.86                             |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-10-09|EB05      |East London         |Tanker Services Fuel      |91            |4.69            |0.784168          |71.36                              |Secondary       |TNK-ESL-DIR-2022|791,559                 |
